timestamp,target_x,target_y,gaze_x,gaze_y,error_x,error_y,error_distance,target_index
1763690711.709184,1286,835,1414,981,128,146,194.164878389476,8
1763690711.747392,1286,835,1414,981,128,146,194.164878389476,8
1763690711.7848089,1286,835,1416,981,130,146,195.48913013259843,8
1763690711.820231,1286,835,1416,981,130,146,195.48913013259843,8
1763690711.868553,1286,835,1414,981,128,146,194.164878389476,8
1763690711.907585,1286,835,1419,981,133,146,197.4968354176846,8
1763690711.9448519,1286,835,1416,981,130,146,195.48913013259843,8
1763690711.9803982,1286,835,1419,981,133,146,197.4968354176846,8
1763690712.019763,1286,835,1416,981,130,146,195.48913013259843,8
1763690712.062051,1286,835,1419,981,133,146,197.4968354176846,8
1763690712.097708,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.1336699,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.1735659,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.212429,1286,835,1419,981,133,146,197.4968354176846,8
1763690712.25152,1286,835,1419,981,133,146,197.4968354176846,8
1763690712.2924328,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.334375,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.3720791,1286,835,1421,981,135,146,198.84918908559823,8
1763690712.408148,1286,835,1416,981,130,146,195.48913013259843,8
1763690712.4444091,1286,835,1414,981,128,146,194.164878389476,8
1763690712.4826822,1286,835,1411,981,125,146,192.20041623263984,8
1763690712.524544,1286,835,1409,981,123,146,190.90573590125572,8
1763690712.5666199,1286,835,1411,981,125,146,192.20041623263984,8
1763690712.604942,1286,835,1409,981,123,146,190.90573590125572,8
1763690712.642665,1286,835,1409,981,123,146,190.90573590125572,8
1763690712.6786518,1286,835,1411,981,125,146,192.20041623263984,8
1763690712.716864,1286,835,1414,981,128,146,194.164878389476,8
1763690712.753824,1286,835,1411,981,125,146,192.20041623263984,8
1763690712.78756,1286,835,1411,981,125,146,192.20041623263984,8
1763690712.825648,1286,835,1409,981,123,146,190.90573590125572,8
1763690712.8618398,1286,835,1406,981,120,146,188.98677202386415,8
1763690712.900566,1286,835,1406,981,120,146,188.98677202386415,8
1763690712.938674,1286,835,1406,981,120,146,188.98677202386415,8
1763690712.982235,1286,835,1406,981,120,146,188.98677202386415,8
1763690713.023463,1286,835,1404,981,118,146,187.72320048411703,8
1763690713.064437,1286,835,1406,981,120,146,188.98677202386415,8
1763690713.105076,1286,835,1409,981,123,146,190.90573590125572,8
1763690713.142928,1286,835,1409,981,123,146,190.90573590125572,8
